dish_id,menu_section,dish_name,menu_description,cleaned_descriptions,contains_peanuts,contains_egg,contains_sesame,contains_fish,contains_shellfish,contains_soy,contains_meat
f2307e6a-c005-40b8-b930-16359d126a07,Seafood Entrées,139. Tom Xao Rau Cai,jumbo shrimp with vegetables.,jumbo shrimp vegetables,0,0,0,0,1,0,0
0b3d9520-956f-4ed4-a8c8-3be4208887c4,Maki,92. Tiger Roll,spicy salmon roll topped with salmon.,spicy salmon roll topped salmon,0,0,0,1,0,0,0
e3c55bf2-36ce-49ad-baf1-10b550a90896,Soups,27. Sup Mang Cua (large),asparagus crab soup.,asparagus crab soup,0,0,0,0,1,0,0
b620010d-f620-4906-963f-3dbfb8c8ffec,Soups,Chicken Soup,homemade chicken broth with carrots and spices.,homemade chicken broth carrots spices,0,0,0,0,0,0,1
3bd7a5a6-00b1-43df-980e-e01836d343d4,Frog,Spicy Salted Dry Fried Frog,hot and spicy.,hot spicy,0,0,0,0,0,0,0
fe927258-de39-4955-8abe-4530205e73bd,Bread,Toasted Flat Bread,1 piece only.,piece,0,0,0,0,0,0,0
9d5417c9-2ef0-4808-bcad-9a095445b2e8,Burrito Burritos,Steak Burrito,"steak burrito with rice, pinto beans, cheese, pico de gallo, and salsa wrapped in a flour tortilla.",steak burrito rice pinto beans cheese pico de gallo salsa wrapped flour tortilla,0,0,0,0,0,0,1
4075c61c-abc3-4904-b513-a532788e9aab,Classic Cupcakes,Double Milk Chocolate Birthday (dozen),valrhona chocolate cupcake topped with milk chocolate buttercream frosting and rainbow baubles,valrhona chocolate cupcake topped milk chocolate buttercream frosting rainbow baubles,0,1,0,0,0,0,0
28d30e58-6650-45ba-bc15-132a3ed70ccf,Special Dishes,Spicy Pattaya,sauteed mixed vegetables and tofu in homemade curry sauce on rice. hot and spicy.,sauteed mixed vegetables tofu homemade curry sauce rice hot spicy,0,0,0,0,0,1,0
6d6b17ef-e183-4863-8da8-10c1fdc39639,Salads,Arugula Salad,"gluten-free. cucumber, tomato, and pecorino romano with katz zinfandel vinaigrette.",cucumber tomato pecorino romano katz zinfandel vinaigrette,0,0,0,0,0,0,0
9cf0656b-c4b2-425b-8337-30949fafd1a7,Nigiri / Sashimi,Toro *(G),fatty tuna,fatty tuna,0,0,0,1,0,0,0
afaa1a69-ad4a-4c46-8b41-535b6d96f54a,Side Items,Hummus (full order),"gluten free. blended chick peas, tahini, lemon and garlic.",gluten free blended chick peas tahini lemon garlic,0,0,1,0,0,0,0
ee8a9f67-7203-4fe4-8240-ce28aab211b9,Bistro Specialties,Duck Bistro,"roast duck sautéed with onion, tomato, mushrooms, pineapple, ginger, scallion, zucchini, red cabbage, and roasted cashew nuts",roast duck sautéed onion tomato mushrooms pineapple ginger scallion zucchini red cabbage roasted cashew nuts,0,0,0,0,0,0,1
b3df70fd-9ab1-4eb0-ac6b-4285a567c83d,Appetizers from Kitchen,Spicy Chicken wings,6pcs,,0,0,0,0,0,0,1
860bb40b-fcf7-444b-97df-8b8f2a516366,Specialty Pizzas,"Tomato, Spinach & Feta (medium)","tomato, spinach and feta.",tomato spinach feta,0,0,0,0,0,0,0
b753b2d3-ceac-4ba8-9692-7f60d7405646,Traditional Plates,Tostadas - Veggie,"crispy tortillas (2) layered with refried beans, salsa, broccoli, zucchini, melted cheese, shredded lettuce.",crispy tortillas layered refried beans salsa broccoli zucchini melted cheese shredded lettuce,0,0,0,0,0,0,1
49e2eec5-5d7a-4a4f-9117-c65542f5aff0,Insalata,Chicken Nicoise Salad,"sautéed chicken, roasted red peppers, cherry tomatoes, cucumber, avocado, kalamata olives, hard-boiled egg, and goat cheese served over mixed greens, with citrus lemonette dressing.",sautéed chicken roasted red peppers cherry tomatoes cucumber avocado kalamata olives egg goat cheese served mixed greens citrus lemonette dressing,0,1,0,0,0,0,1
2d5cb555-9385-4a96-b0c0-55edaadd5e8a,Egg Sandwiches,Steak Egg & Cheese,"scrambled eggs, sliced steak, and melted cheddar cheese on your choice of bread.",scrambled eggs sliced steak melted cheddar cheese choice bread,0,1,0,0,0,0,1
2f2c399e-d23d-4400-9fdb-994d1c5d6e2b,Sizzling Hot Plates,Veal Chop with Black Pepper Sauce,hot and spicy.,hot spicy,0,0,0,0,0,0,0
59d141a9-45a0-4719-a727-b1000a92d46e,Gyro Sandwiches,Gyro Pita,"chicken or pork in a warm pita with red onion, chopped tomatoes, parsley, fries, and tzatziki sauce.",chicken pork warm pita red onion chopped tomatoes parsley fries tzatziki sauce,0,0,0,0,0,0,1
cd49c749-0670-4ea4-8513-a50592552540,Daily Specials,*Tuna Sashimi,"seared tuna, asian veggies, yaki soba noodles, sesame seeds",seared tuna asian veggies yaki soba noodles sesame seeds,0,1,1,1,0,1,0
93876009-21df-45a4-a0e7-ffa1d07369a5,Colombian Dishes / Platos Colombianos,Colombian Corn Cake / Arepa Paisa,pork belly sausage sweet plantain con and cheese / chicharron chorizo maduros maiz y queso.,pork belly sausage sweet plantain con cheese chicharron chorizo maduros maiz queso,0,1,0,0,0,0,1
52fd95f9-04c7-48c7-ba63-902b799b3392,Cold Wraps,Caesar Chicken Wrap,"grilled chicken, romaine, shaved parmesan, viga-made croutons and creamy caesar dressing in a honey wheat tortilla.",grilled chicken romaine shaved parmesan croutons creamy caesar dressing honey wheat tortilla,0,0,0,0,0,0,1
44337d98-0889-4ee2-bf31-bb5f76fc7717,Acompanantes-Side Orders,Yuca Frita,fried cassava.,fried cassava,0,0,0,0,0,0,0
7eef7dc4-6f0d-47d9-aff2-5e1175295538,Steaks,Mushroom Steak Large,"mushrooms, sub roll, american, steak.",mushrooms sub roll american steak,0,0,0,0,0,1,1
120f8b96-137c-4ab7-983f-e7149976ad80,Pastas,Chicken & Pesto,"grilled chicken, mushrooms, broccoli, cherry tomatoes and herbs with pesto.",grilled chicken mushrooms broccoli cherry tomatoes herbs pesto,0,1,0,0,0,0,1
48b99cf3-5b0c-40cb-87b9-227585174130,Hamburger Hodgies,Pizza Burger (small 7 inch),"pizza sauce, mozz cheese, oregano.",pizza sauce mozz cheese oregano,0,0,0,0,0,0,1
32dbe5b0-9ad1-41d9-886f-279b1eb66e7b,Platos Tipicos y Comida Del Mar Typical Plates,Fajitas de Camaron,shrimps fajitas.,shrimps fajitas,0,0,0,0,1,0,1
0e6b8ae9-b1e6-4cb8-a7e6-74a28f8b5fb9,Espresso/Espresso Lattes,Cappuccino (20 oz ( iced ) ( 3 shots )),"espresso coffee, a little steamed milk, a lot of milky foam.",espresso coffee little steamed milk lot milky foam,0,0,0,0,0,0,0
a28f09e2-f8a7-4bb0-858b-88c31e12b15a,Breakfast Roll Ups,Meat Lovers Breakfast Roll Up,"bacon, sausage, ham, eggs and cheese.",bacon sausage ham eggs cheese,0,1,0,0,0,0,1
4cf85f3a-b764-4fb0-878a-123fbdcf472e,Signature Brick Oven Pizzas,The Newberry (Small),"butter garlic, baby spinach, feta, and whole milk mozzarella",butter garlic baby spinach feta whole milk mozzarella,0,0,0,0,0,0,0
f7b2406c-3f9e-48cb-af76-226c666345b7,Cold Appetizers‏,Hot Garlic Sauce with Boneless Duck's Web,spicy.,spicy,0,0,0,0,1,0,1
27e03d59-d21c-456a-996e-93b177f7b453,Appetizers From Sushi,Tuna Tataki,chef special chili sauce.,chef special chili sauce,0,0,1,1,0,1,1
c47e6267-61ca-4e40-8c2b-e882dc4356b2,House Specials,Spicy Stewed Bone-In Chicken Cuts with Wide Noodle,spicy.,spicy,0,0,0,0,0,0,1
2d41a780-c893-41a3-a88d-4120b874a13e,Lunch - Noodles,N19. Paradise Noodle,"yellow noodle, shrimp, soft tofu, pepper, onion, mushroom, carrot, bean sprout, scallion, and sesame sauce.",yellow noodle shrimp soft tofu pepper onion mushroom carrot bean sprout scallion sesame sauce,0,1,1,0,1,1,0
1ae89ef9-ea2e-48b1-be00-e8e07809e8fc,Snacks,Green Papaya Salad,"nuoc cham, crispy shallot, and vietnamese herbs.",nuoc cham crispy shallot vietnamese herbs,0,0,0,0,0,0,1
b3db4cf2-1329-4e31-b86e-9cd2acdcfc3b,Seafood,34b. Spicy Lobster,lobster w/ salt and pepper ( 2 lobsters chopped),lobster salt pepper lobsters chopped,0,0,0,0,1,0,0
b831f9ab-ca55-424b-a3e3-6360cc6d0d66,Desserts,Chocolate Mousse,"raspberry sabayon, almond tart.",raspberry sabayon almond tart,0,1,0,0,0,0,0
d1a2baf1-65f9-4f85-92f2-8dc5c5c7c91e,Between the Bread,Black & Blue,"cajun spice, gorgonzola cheese, applewood smoked bacon, and sautéed mushrooms. half-pound and served on a brioche bun.",cajun spice gorgonzola cheese applewood smoked bacon sautéed mushrooms served brioche bun,0,0,0,0,0,0,1
f50b99dd-9a68-4581-8257-537c246021ca,Breakfast Menu - Signature Dishes,Lunas Calentado,"choice of meat (steak, chorizo,chicharron,or chicken ), rice and beans mixed together, arepa with queso, and scrambled eggs",choice meat steak chorizo chicharron chicken rice beans mixed together arepa queso scrambled eggs,0,1,0,0,0,0,1
380ac7a5-0b77-45af-aa70-1414c0a26796,Speciality Pizzas,Chicken Roni Ricotta,"chicken pepperoni, seasoned ricotta and mozzarella cheese",chicken pepperoni seasoned ricotta mozzarella cheese,0,0,0,0,0,0,1
5edbac29-47ac-4b88-9956-5c49c55fba98,Lanta Specialties (Dinner),SP6. Tamarind Duck,"sliced boneless roasted duck sauteed with onions, red and green peppers, ginger, pineapple chunks, and scallion in tamarind sauce.",sliced boneless roasted duck sauteed onions red green peppers ginger pineapple chunks scallion tamarind sauce,0,0,0,0,0,0,1
8e93055f-dd3c-40b0-a0b4-078dea161007,Chicken Boxes,Dinner Box,"3 pieces mix chicken w/ mash, cole slaw & 2 rolls.",pieces mix chicken mash cole slaw rolls,0,0,0,0,0,0,1
7a889909-91ce-4850-b280-409442253395,Soup & Salad,1. Miso Soup,"soy beans, seaweed, tofu and scallions",soy beans seaweed tofu scallions,0,0,1,0,0,1,0
6edae7ee-d954-4935-a798-a3d55c6ee739,"Juices, Cold Drinks & Water",Moroccan Mint Lemonade (regular),moroccan mint lemonade,moroccan mint lemonade,0,0,0,0,0,0,0
1f937432-94c5-47f0-96ba-7bfd8f95d00c,Cookies,Frosted Sugar Cookies,designs change with the season. priced per pound.,designs change season priced per pound,0,0,0,0,0,0,0
e27e401d-4a76-401e-a9e0-8fb719d1666e,Featured Items,Bacon Skirlie,"skirlie, made from oatmeal fried with onions, and seasoning. we've added haven house smoked bacon and topped it off with a poched egg!",skirlie made oatmeal fried onions seasoning added house smoked bacon topped poched egg,0,1,0,0,0,0,1
a0c4ad4b-8b8c-45bc-b70e-97e4c8282dc5,Soups,Chicken Soup with Noodles,chicken noodles with vegetables.,chicken noodles vegetables,0,1,1,0,0,1,1
df72f81d-2918-4bc0-bc22-c8ffbaed2085,Specialty Calzone,Original Steak Cheese Calzone (16 inch),"our famous steak grilled with onions, peppers and mushrooms topped with our special blend of thee cheeses.",famous steak grilled onions peppers mushrooms topped special blend thee cheeses,0,1,0,0,0,0,1
40472e8b-28ad-47f9-95ae-550a8b2bf103,To Begin,Caulilini + Hummus,"fresh garbanzo, lemon thyme, and crouton.",fresh garbanzo lemon thyme crouton,0,0,0,0,0,0,0
6b8b8bff-9f33-4629-be70-401a64e911ef,Chicken,Large Kung Pao Chicken,"diced chicken with peanuts, peppers and celery in a spicy sauce. spicy.",diced chicken peanuts peppers celery spicy sauce spicy,1,0,1,0,0,1,1
3e0c3eaf-2d33-405e-956a-3adb4b053e63,Chef's Pasta Dishes,Seafood Ravioli in a Cognac Sauce Cream with Lemon Zest,served with a choice of penne or fusilli.,served choice penne fusilli,0,0,0,0,1,0,1
c0ed0676-c9fa-44ca-98dc-f2e83b80240e,Seafood Hot Entrees,Swordfish Kebabs,served with basmatic rice & mango salsa,served basmatic rice mango salsa,0,0,0,0,0,0,1
e1849bea-e608-4c79-9f63-49668dae2629,Tacos,Chorizo de Casa,"chorizo, pico de gallo, salsa ranchero, sunny egg.",chorizo pico de gallo salsa ranchero sunny egg,0,1,0,0,0,0,1
dd2f23c5-755a-40f5-876e-c1438d6e6ae6,Appetizers,Larb (Chicken),"ground chicken thai style salad, red onions, scallion, and cilantro with delicious thai spices.",ground chicken thai style salad red onions scallion cilantro delicious thai spices,0,0,0,0,0,0,1
9ed0e1c2-d9cf-47e7-bec5-84865a1cba4e,Bun (Vermicelli entrées),Bun Chao Tom,vermicelli with shrimp paste.,vermicelli shrimp paste,0,0,0,0,1,0,1
7f8e0d50-7fa3-403c-9e3a-6ffe788fc494,Makimono (Japanese),M22. Una Avocado Maki,eel and avocado.,eel avocado,0,0,0,0,0,0,1
1eeb8662-a6fc-4587-8784-a2ca55faa2c6,Side Orders,Scallops (large),with tartar sauce and coleslaw.,tartar sauce coleslaw,0,0,0,0,0,0,0
d81268ce-97b8-4a8e-b605-3444d707c090,Special Sicilian Pizza,Special Sicilian Pizza,pan yields 24 slices.,pan yields slices,0,0,0,0,0,0,0
f083791e-c019-41dc-93ae-5a108ab1ab20,Noodles & Fried Rice,Silver Noodles,"hot and spicy. stir-fried bean thread noodles with egg, chicken, shrimp, baby corn, green peas, mushrooms, celery, broccoli, bean sprouts and scallions.",hot spicy bean thread noodles egg chicken shrimp baby corn green peas mushrooms celery broccoli bean sprouts scallions,0,1,0,0,1,1,1
58f00a10-7c1a-426b-ae36-0f9e838000b8,Signature Pizzas (Small),Barbecue Chicken Pizza,barbecue chicken red onion mushroom rosted red pepper and barbecue base.,barbecue chicken red onion mushroom rosted red pepper barbecue base,0,0,0,0,0,0,1
6462f6d0-8db8-4a8b-a23b-4d7ea24c869d,Appetizers,Jalapeño Poppers,eight pieces.,eight pieces,0,0,0,0,0,0,1
ae558b23-9bb5-4c62-86f3-7f78592abc23,Curry Corner (Dinner),C4. Panang Curry (seafood ( shrimp and squid )),"spicy. thai curry that is generally milder than other thai curry. thai panang curry with coconut milk, green peas, onions, basil leaves, red and green peppers and lime leaves.",spicy thai curry generally milder thai curry thai panang curry coconut milk green peas onions basil leaves red green peppers lime leaves,1,1,0,0,1,1,1
2a5a240e-6332-4bb5-a980-afe68617748c,Rice Chowder Entrées,21. Chao Tom,rice chowder with shrimp.,rice chowder shrimp,0,0,0,0,1,0,0
df1d09e7-3a4f-426f-9dc3-594ef96d4863,Sandwiches,Tuna,"tuna with a hardboiled egg, tomato, lettuce, pickles, herb aioli, lemon and olive oil.",tuna hardboiled egg tomato lettuce pickles herb aioli lemon olive oil,0,1,0,1,0,0,0
c33b7139-91c2-40b3-b4ea-24d85ad981c8,Dinners‏,BBQ Ribs with Wings Dinner,served with 2 sides.,served sides,0,0,0,0,0,0,1
e5f17888-afd4-4610-bb37-7ab50de7ec5d,Especialidades Mexicanas,Enchiladas Mexicanas,"chicken on beef with red or green sauce, served with rice and beans.",chicken beef red green sauce served rice beans,1,0,0,0,0,0,1
40ef16c7-34d9-4dd7-afc4-5d1f65096316,Tacos,Taco Shell,"served with choice of tortilla with lettuce, cheese and pico de gallo.",served choice tortilla lettuce cheese pico de gallo,0,0,0,0,0,0,1
290e9c7b-6ee8-46cf-951b-6f4e961a9b18,Entrées,Diver Scallops,"large diver scallops, local boat day catch-seared crisp on a bed of vegetables risotto (signature dish).",large diver scallops local boat day crisp bed vegetables risotto signature dish,0,0,0,0,0,0,0
6d553143-c194-4290-9544-f030ef23eab7,Biryani & Pullao,Lamb Biryani,"basmati rice cooked with tender cubes of meat with herbs, nuts, and spices.",basmati rice cooked tender cubes meat herbs nuts spices,0,0,0,0,0,0,1
9abd1f4c-b416-4a55-ac80-ce8a4bd577a2,Specialty BBQ,Honey-Glazed Roast Pork [Boneless] (1 lb.),meat only (no rice),meat rice,0,0,0,0,0,0,1
ddd5d79a-7597-487b-a158-1599d5a62fe6,Pasta,Lobster Ravioli,"filled with fresh lobster meat, served in a mascarpone-lobster velouté garnished with spinach.",filled fresh lobster meat served velouté garnished spinach,0,1,0,1,1,0,1
6ff291bf-7da6-4412-9f0a-5cfc05520b6a,Amelia's Salad,Spicy Chicken Salad,"romaine lettuce, carrot, spinach, sweet corn, vegan base pinto or black beans, bell peppers, tomatoes, cheese, and choice of dressings.",romaine lettuce carrot spinach sweet corn vegan base pinto black beans bell peppers tomatoes cheese choice dressings,0,0,0,0,0,0,1
0e6ed775-f0e1-4649-9d35-b8fe52020277,Salads,18. Spicy Seafood Salad,"house salad topped with spicy shrimp, crabmeat, octopus in spicy house sauce.",house salad topped spicy shrimp crabmeat octopus spicy house sauce,0,0,0,0,1,0,1
f9e7fb9f-eb95-4022-b1f9-f1a575c9e085,Chef's Specials,Ca Hoi - Salmon in Black Bean Sauce,salmon chunks crispy fried and sautéed in black bean sauce.,salmon chunks crispy fried sautéed black bean sauce,0,0,0,1,0,1,0
8fa981db-b7d9-477a-8676-a0b9f71bb4b8,Sandwiches,The Plymouth Rock,"roast turkey, stuffing, whole cranberry sauce, mayo, toasted multi-grain bread.",roast turkey stuffing whole cranberry sauce mayo toasted bread,0,0,0,0,0,0,1
7ad441d2-4bca-4c8d-b27d-494bbcb910fe,Fresh Starters,Grilled Chicken Satay Lettuce Wrap,"in a thin rice paper with cilantro, thai basil, mint, cucumbers and bean sprouts with peanut hoi-sin sauce.",thin rice paper cilantro thai basil mint cucumbers bean sprouts peanut sauce,1,0,0,0,0,1,1
e61b50b8-4638-46cc-9e5e-2e06a93366fa,Coffee,Mocha (small),"espresso, premium home made chocolate sauce and foamed milk. choose size.",espresso premium home made chocolate sauce foamed milk choose size,0,0,0,0,0,0,0
f6ab40ad-0956-45da-bb27-ff9473e22c78,"Cold Subs, Wraps and Paninis",Tuna Salad Combo (large sub roll),includes choice of side and a can of soda.,includes choice side soda,0,0,0,1,0,0,1
2ada17b0-3c22-4276-9356-459fd00b7532,Beef & Pork (No Rice),Pepper Beef (small),spicy.,spicy,1,1,0,0,0,1,1
5746c416-565d-4713-99e8-fc35c26dea06,Burrito,Ground Beef Burrito (large),"wrapped flour or whole wheat tortilla (grilled or steamed), vegan mexican or white cilantro rice, vegan base pinto, black, or refried beans, bell peppers, sautéed onions, monterrey jack cheese, pico de galo, with choice of protein or vegetables.",wrapped flour whole wheat tortilla grilled steamed vegan mexican white cilantro rice vegan base pinto black refried beans bell peppers sautéed onions monterrey jack cheese pico de galo choice protein vegetables,0,0,0,0,0,0,1
f036c752-0f72-409a-bd67-493ccdb3480d,Wings or Fingers,House Wings (small ( 6 pieces )),sweet honey bbq.,sweet honey bbq,0,0,0,0,0,0,1
80ccdbca-9d3d-4027-b462-ec90e2a1d53e,Dinner Entrées from Sushi Bar,17. Hand Roll Special,"tuna avocado, salmon avocado, shrimp tempura avocado.",tuna avocado salmon avocado shrimp tempura avocado,0,0,0,1,1,0,0
e42d423f-af9f-4876-9a80-9c4dc336cd79,Classic Sandwiches,Buffalo Chicken & Cheese Sub Sandwich,"our delicious 'chicken and cheese' sub sandwich cooked up with a mild buffalo sauce. served with lettuce, tomato and bleu cheese dressing.",delicious cheese sub sandwich cooked mild buffalo sauce served lettuce tomato bleu cheese dressing,0,0,0,0,0,0,1
8ae6cff2-56c3-436d-9bf7-c82fd617cd11,Uyghur Cuisine,Spicy Chicken,cold chicken with spicy sauce.,cold chicken spicy sauce,0,0,1,0,0,1,1
64d11b72-4770-4d22-955b-3cfebe4398fe,Rolls and Hand Rolls,Boston Roll,"salmon, crab, and cucumber.",salmon crab cucumber,0,0,0,1,1,0,0
92952a94-633c-440d-ac5f-c5f27a15481b,Vegetarian Roll Ups,Tabbouli,"cracked wheat, lemon juice and olive oil mixed with chopped fresh parsley, cooked with lemon and olive oil. wheat, tomatoes, cucumber, parsley, mint leaves, onions, salt.",cracked wheat lemon juice olive oil mixed chopped fresh parsley cooked lemon olive oil wheat tomatoes cucumber parsley mint leaves onions salt,0,0,0,0,0,0,0
4c62bf10-f692-4e13-9a98-bba105440686,Ramen,31. Shirodashi Pork,"slow-cooked pork belly marinated in bulgogi sauce served on top of noodles in a chicken broth with dashi and miso. topped with seasonal greens, scallions, wakame, menma, and half a tea-stained egg.",pork belly marinated bulgogi sauce served top noodles chicken broth dashi miso topped seasonal greens scallions wakame menma half egg,0,1,1,0,0,1,1
49f6c513-5722-4103-b532-e1905b2ec69a,Thai Curry Dishes,Yellow Curry,"pineapple, onions, tomatoes, zucchini, carrots, and bell peppers.",pineapple onions tomatoes zucchini carrots bell peppers,0,0,0,0,0,0,1
ce6e3db8-bd17-44d0-b921-5dde2a06b175,The Great Gourmets (White),* Shrimp & Bacon Alfredo pizza (NEW) (medium pizza ( 14 inch )),"come with: homemade cheesy alfredo sauce, sauteed shrimp topped with roasted garlic, caramelized onions , bacon and mozzarella cheese.",come homemade cheesy alfredo sauce sauteed shrimp topped roasted garlic caramelized onions bacon mozzarella cheese,0,0,0,0,1,0,1
5872cd07-e66a-4411-9abd-d1e85fecbd9c,Ready to Serve Deli Salads,Egg Salad (1 or 4 lb),"a classic egg salad with a touch of mustard, celery and onion, in a deliciously simple mayonnaise dressing.",classic egg salad touch mustard celery onion deliciously simple mayonnaise dressing,0,1,0,0,0,0,0
2578e06f-f56f-481e-b0f5-7162273a4113,Vegetarian Corner,102. Rau Cai Hap hoac Xao,"steamed, or stir-fried vegetables with white rice.",steamed vegetables white rice,0,0,1,0,0,1,0
ec55123f-24bf-45de-a82a-4db92639433e,Classic Breads,Sourdough,"our most popular bread - great with every meal, soft on the inside with a chewy crust.",popular bread great every meal soft inside chewy crust,0,0,0,0,0,0,0
288e22c4-0b75-4ac1-9257-b2f3fd2396f2,Entrée,Braised Veal Shank,"crozets de savoie, truffle butter, saffron sauce.",crozets de savoie truffle butter saffron sauce,0,0,0,0,0,0,1
7b7ed993-bda7-48a5-90b7-1636c1652eb0,Appetizers,Seasoned Tofu,seasoned tofu topped with soy sauce.,seasoned tofu topped soy sauce,0,0,1,0,0,1,0
5d1c2cdb-442b-428d-8ca9-8be6539fb80d,Signature Sandwiches,The Parmesan Sandwich,"prosciutto, fresh basil, mozzarella, olive oil, seasoned tomatoes on a tuscan roll. served on iggy's crispy italian ciabatta.",prosciutto fresh basil mozzarella olive oil seasoned tomatoes tuscan roll served iggy crispy italian ciabatta,0,0,0,0,0,0,1
fe188231-0ec8-4819-aa30-84c814d3171d,Chicken Wrap,Chicken Club Wrap,"bacon, romaine lettuce, tomato, red onion, mayo.",bacon romaine lettuce tomato red onion mayo,0,0,0,0,0,0,1
d811cf5d-3e3a-4bee-8918-aee336e9c421,Entrées,Ragu Bolognese,"nonna’s traditional meat sauce, pecorino, fresh fusilli pasta, sicilian oregano.",nonna traditional meat sauce pecorino fresh fusilli pasta sicilian oregano,0,1,0,0,0,0,1
fd4d5a48-f9b9-4b2d-9c3c-619d74cb7dbd,Noodles & Rice,Fried Rice,classic wok fried rice and mixed vegetables.,classic wok fried rice mixed vegetables,0,1,0,0,0,1,0
8aa295e3-acc3-49eb-9156-dcd27f80a993,The Landmarks,"The Pru (18"")","grilled chicken, broccoli, fresh garlic, mozzarella, parmigiano-reggiano and alfredo sauce.",grilled chicken broccoli fresh garlic mozzarella alfredo sauce,0,0,0,0,0,0,1
a95ff3ea-c473-4eea-a086-99af3e5d07c0,Gourmet Pizzas,Meat Lovers (small),"pepperoni, sausage, ham, salami, bacon and hamburger.",pepperoni sausage ham salami bacon hamburger,0,0,0,0,0,0,1
307837d8-7399-4d3b-9e2d-fedb3f33597b,Pasta I Riso,Jumbo Shrimp Scampi,"linguini, just burst cherry tomatoes.",linguini burst cherry tomatoes,0,0,0,0,1,0,0
bd84cde3-721d-4289-b140-b577bc92a207,Soup & Side Orders,Coconut Soup,"a subtle, light soup of shredded coconut, cream, nuts, and sweet spices.",subtle light soup shredded coconut cream nuts sweet spices,0,0,0,0,1,0,1
97cf0f47-bbd0-40df-a9e9-12a4aa845f9d,Gourmet Pizzas,Buffalo Supreme Pizza (medium),"a blue cheese base loaded with spicy buffalo chicken, and cheese.",blue cheese base loaded spicy buffalo chicken cheese,0,0,0,0,0,0,1
495c0d84-ad1b-48fd-806f-2a8f4cb4cd83,Combo Specials,13. Sesame Chicken,with chicken fried rice and choice of side.,chicken fried rice choice side,0,1,1,0,0,1,1
8122b485-1c75-4042-bb9d-fbc68718478d,Salads,Chicken Bacon,"grilled chicken, bacon and pepperjack cheese with ranch dressing.",grilled chicken bacon pepperjack cheese ranch dressing,0,1,0,0,0,0,1
4d12397e-04d6-4aab-a5c5-714fe3a65436,Vivi Special,Flaming Brown Sugar Milk (large),with tapioca.,tapioca,0,0,0,0,0,0,0
c538f51b-f59d-45f9-a633-19e52b72736a,Lunch,Arugula,"mixed greens with goat cheese, fresh berries, spiced walnuts and raspberry vinaigrette.",mixed greens goat cheese fresh berries spiced walnuts raspberry vinaigrette,0,0,0,0,0,0,1
afbb8d71-4a94-45cc-a4ce-1bca226beb38,Specialty Sandwiches & Wraps,Grilled Veggie,"combo of grilled mushroom, pepper, onion, tomato, and spinach with cheese on french or pita bread.",combo grilled mushroom pepper onion tomato spinach cheese french pita bread,0,0,0,0,0,0,0
475b9714-9dac-438e-a447-9fc79cad2138,Secondi Piatti,Grilled Salmon,"cannellini beans, roasted red peppers, caramelized onion, kale pesto.",cannellini beans roasted red peppers caramelized onion kale pesto,0,0,0,1,0,1,0
0aba202f-1a98-49ce-992e-e5c389636040,Side Orders,Cheese Fries,cheese.,cheese,0,0,0,0,0,0,1
f5107aca-7e80-4931-8523-5fa25f7faed7,Sandwiches,Roast Turkey Club,"hand carved turkey breast cooked in house romaine lettuce, beefsteak tomatoes and applewood bacon. served with homemade potato chips.",hand carved turkey breast cooked house romaine lettuce beefsteak tomatoes applewood bacon served homemade potato chips,0,0,0,0,0,0,1
42d71a89-377f-4953-b4dd-9e0dd6ae92f1,Extra Innings,Cheesecake,traditional cheesecake with graham cracker crust.,traditional cheesecake graham cracker crust,0,1,0,0,0,0,1
e2fa6e73-b8a6-49e1-8add-1279708c3c1d,The Main Event,Fish & Chips - Nothing But Net,"fresh scrod battered and fried golden brown, served with house fries, onion rings, coleslaw and tartar sauce.",fresh scrod battered fried golden brown served house fries onion rings coleslaw tartar sauce,0,1,0,0,0,0,1
51e853d2-1ce3-4620-8bc7-888b64373bf7,Signature Meals,Heavenly Taste Chip,"skin chips, house salt, and pepper, cheddar cheese, asiago cheese, green, and red onions, bacon, and melted cheddar.",skin chips house salt pepper cheddar cheese asiago cheese green red onions bacon melted cheddar,0,0,0,0,0,0,1
247bc2bd-000d-4bc3-9ae2-7e2f15439692,Wraps & Roll-Ups,Beef Chawarma,"lettuce,tomatoes , tahini sauce",lettuce tomatoes tahini sauce,0,0,1,0,0,0,1
59dc1ca5-2eee-4e6b-b6bc-3504791e93ed,Burgers,Bigfoot Burger,"double cheeseburger with bacon, american cheese, cooked onions, lettuce and tomatoes.",double cheeseburger bacon american cheese cooked onions lettuce tomatoes,0,0,0,0,0,0,1
282fa3b3-8e16-46ec-8eb9-e18b60d3ae1b,Starters,Polenta Goat Cheese Twinkie,polenta goat cheese twinkie with marinara and almond basil pesto.,polenta goat cheese twinkie marinara almond basil pesto,0,1,0,0,0,0,1
24629480-5d92-47d8-9cae-ac0f898fe975,BOTTLE,Unsweetened Cold Tea,green tea,green tea,0,0,0,0,0,0,0
60b3f53c-fefd-4c7e-9bed-71c8d29ad53a,Salads & Soups,Kale & Radicchio Salad,"with an olive oil, lemon juice and fresh basil dressing, finished with walnuts and shaved pecorino",olive oil lemon juice fresh basil dressing finished walnuts shaved pecorino,0,1,0,0,0,0,1
ab11670d-8147-4328-9876-fb4588884d85,Pasta Dishes,35. Chicken Broccoli Alfredo,served with garlic bread and your choice of ziti or spaghetti.,served garlic bread choice ziti spaghetti,0,0,0,0,0,0,1
